,ID,Name,District,Upazila,Eiin,Mobile,Management,Mpo,Post Office,Address,Is Approve,Is Active, 
 ,141,MAHATA PATANIKOTA MODEL HIGH SCHOOL,Chattogram,Anwara,104018,1819052823,PRIVATE,Yes,PATNIKOTA,MAHATA - PATANIKOTA,,Yes,"View
     
     
         Edit"
 ,142,KHAS KHAMA GIRLS HIGH SCHOOL,Chattogram,Anwara,104019,1718212081,PRIVATE,Yes,MALAGHAR,KHAS KHAMA,,Yes,"View
     
     
         Edit"
 ,143,BHAKTIAPARA CHAR PEER AULIA (R.) HIGH SCHOOL,Chattogram,Anwara,104020,1819749606,PRIVATE,Yes,MINNAT ALI HAT,PASCHIM CHAL,,Yes,"View
     
     
         Edit"
 ,144,J.K.S.HIGHSCHOOL,Chattogram,Anwara,104021,1815916342,PRIVATE,Yes,BARUMCHARA,JUIDANDI,,Yes,"View
     
     
         Edit"
 ,145,HAZEEGAON SHOLKATA S.J. NIZAM HIGH SCHOOL,Chattogram,Anwara,104022,1815633543,PRIVATE,Yes,BATTALI,HAZEEGAON 6 NO BARKHIN,,Yes,"View
     
     
         Edit"
 ,146,PIRKHINE MOULANA ASHRAF CHOWDHURY HIGH SCHOOL,Chattogram,Anwara,104024,1826170221,PRIVATE,Yes,PIRKHAINE,PIRKHAIN,,Yes,"View
     
     
         Edit"
 ,147,DAKSHIN BANDAR  HIGH SCHOOL,Chattogram,Anwara,137049,1309137049,PRIVATE,No,MOHALKHAN BAZAR,DAKSHINBANDAR,,Yes,"View
     
     
         Edit"
 ,148,IMARATUNESA CITY CORPORATION GIRLS HIGH,Chattogram,Bayejid Bostami,104041,1309104041,PRIVATE,Yes,BAYZID,KUNJACHAYA ABASHIK,,Yes,"View
     
     
         Edit"
 ,149,BAYEZID BOSTAMI CANTONMENT BOARD HIGH SCHOOL,Chattogram,Bayejid Bostami,104043,1616190758,PRIVATE,No,BAYZED BOSTAME,PASCHIM SHOLOSAHAR (PART-2),,Yes,"View
     
     
         Edit"
 ,150,SHERSHAH COLONY DR. MAZHARUL HAQUE HIGH SCHOOL,Chattogram,Bayejid Bostami,104045,1819611004,PRIVATE,Yes,BAIZID BOSTAMI,S A PLOT NO 12,,Yes,"View
     
     
         Edit"
 ,151,ARMED POLICE BATTALION PUBLIC SCHOOL,Chattogram,Bayejid Bostami,104047,1879034413,PRIVATE,No,BAYEZID BOSTAMI,PASHCHIM SHOLOSHAHAR,,Yes,"View
     
     
         Edit"
 ,152,WAZEDIA  HIGH SCHOOL,Chattogram,Bayejid Bostami,104695,1839044102,PRIVATE,Yes,WAZEDIA MADRASHA,WAZEDIA,,Yes,"View
     
     
         Edit"
 ,153,ASHEKANE AWLIA  ABDUL MONAEM HIGH SCHOOL,Chattogram,Bayejid Bostami,104700,1813970348,PRIVATE,Yes,OYZEDIYA,HAZIPARA,,Yes,"View
     
     
         Edit"
 ,154,OXYZEN JUNIOR HIGH SCHOOL,Chattogram,Bayejid Bostami,134361,1814941837,PRIVATE,No,WAJEDIA,"OXYGEN , QUISH LINK ROAD",,Yes,"View
     
     
         Edit"
 ,155,BAIZID MODEL SCHOOL,Chattogram,Bayejid Bostami,137740,1837607035,PRIVATE,No,BAYEZID BOSTAMI,BAYEZID BOSTAMI R/A,,Yes,"View
     
     
         Edit"
 ,156,TECHNO CIDER INTERNATIONAL SCHOOL,Chattogram,Bayejid Bostami,138411,1816184409,PRIVATE,No,CHITTAGONG POLYTECHNIC INSTITUTION,"NASIRABAD I/A,CHOTTOGRAM.",,Yes,"View
     
     
         Edit"
 ,157,VOLANATH MONOROMA CITY CORPORATION JUNIOR SECONDARY SCHOOL,Chattogram,Bayejid Bostami,138657,1752654894,PRIVATE,No,JALALABAD,2,,Yes,"View
     
     
         Edit"
 ,158,LEADERS SCHOOL AND COLLEGE,Chattogram,Bayejid Bostami,139272,1847293770,PRIVATE,No,JALALABAD,BALUCHARA/TUFANI ROAD,,Yes,"View
     
     
         Edit"
 ,159,HOLY CHILD INSTITUTE,Chattogram,Bayejid Bostami,139346,1714643644,PRIVATE,No,FATAYABAD,3NO BAZAR,,Yes,"View
     
     
         Edit"
 ,160,BURHANI BSRM SCHOOL,Chattogram,Bayejid Bostami,139411,1711123615,PRIVATE,No,BAYEZID,"SHERSHAH, BAYEZID BOSTAMI ROAD,Chattogram",,Yes,"View
     
     
         Edit"
 ,161,DAKKHIN PASCHIM BAKALIA HIGH SCHOOL,Chattogram,Bakalia,104106,1309104106,PRIVATE,Yes,CHAWK BAZAR,3973 SCHOOL ROAD,,Yes,"View
     
     
         Edit"
 ,162,"JULEKHA AMINUR RAHMAN CITY CORP,HIGH SCHOOL",Chattogram,Bakalia,104107,1915484040,PRIVATE,Yes,SADAR,HAZI AMINUR RAHMAN ROAD,,Yes,"View
     
     
         Edit"
 ,163,BAKALI GOVT.  HIGH SCHOOL,Chattogram,Bakalia,104209,1719909956,PUBLIC,No,CHAK BAZAR,BAKALIA,,Yes,"View
     
     
         Edit"
 ,164,BAKOLIA ADASRSHA GIRLS HIGH SCHOOL,Chattogram,Bakalia,104210,1828125035,PRIVATE,Yes,CHAWKBAZAR,D. C. ROAD,,Yes,"View
     
     
         Edit"
 ,165,CHAR CHAKTAI CITY CORPORATION HIGH SCHOOL,Chattogram,Bakalia,104218,1991948712,PRIVATE,Yes,GPO,CHAR CHAKTAI,,Yes,"View
     
     
         Edit"
 ,166,SAnwara HIGH SCHOOL,Chattogram,Bakalia,104221,1554332671,PRIVATE,Yes,CHANDGAON,"1502, AZIM ROAD, CHANDGAON, CTG.",,Yes,"View
     
     
         Edit"
 ,167,HASNE HENA  GIRLS HIGH SCHOOL,Chattogram,Bakalia,104223,1919645750,PRIVATE,Yes,CHAWKBAZAR,BAKLIA,,Yes,"View
     
     
         Edit"
 ,168,PURBA BAKALIA CITY CORPORATION HIGH SCHOOL,Chattogram,Bakalia,131385,1309131385,PRIVATE,Yes,GPO-4000,"MIA KHAN ROAD,PURBA BAKALIA(ABDOL LATIF HATH KHOLA",,Yes,"View
     
     
         Edit"
 ,169,EHSAN CITY SCHOOL AND COLLEGE,Chattogram,Bakalia,138350,1680982223,PRIVATE,No,CHWAKBAZAR,SAYED SHAH ROAD,,Yes,"View
     
     
         Edit"
 ,170,HALISHAHAR BEGUMJAN HIGH SCHOOL,Chattogram,Chittagong Port,104241,1819839254,PRIVATE,Yes,BANDAR,MODHOM HALISHAHAR,,Yes,"View
     
     
         Edit"
 ,171,HALISHAHAR AHMED MEAH CITY CORP. G.H.SCH,Chattogram,Chittagong Port,104242,1712268204,PRIVATE,Yes,BANDAR,MODDA HALISAHAR,,Yes,"View
     
     
         Edit"
 ,172,HALISHAHAR MEHER AFZAL HIGH SCHOOL,Chattogram,Chittagong Port,104244,1815055017,PRIVATE,Yes,BANDAR,SOUTH MIDDLE  HALISHAHAR,,Yes,"View
     
     
         Edit"
 ,173,T.S.P. COMPLEX SECOANDARY SCHOOL,Chattogram,Chittagong Port,104245,880241350154,PRIVATE,No,UTTAR PATENGA,T.S.P. COLONY,,Yes,"View
     
     
         Edit"
 ,174,CHITTAGONG PORT  GIRLS HIGH SCHOOL,Chattogram,Chittagong Port,104246,1819383865,PRIVATE,No,BANDAR,8 NO. ROOD,,Yes,"View
     
     
         Edit"
 ,175,CHITTAGONG PORT HIGH SCHOOL,Chattogram,Chittagong Port,104247,1912915506,PRIVATE,No,Bandar,NIMTALA,,Yes,"View
     
     
         Edit"
 ,176,HALISHAR MUNSHIPARA HIGH SCHOOL,Chattogram,Chittagong Port,104250,1309104250,PRIVATE,Yes,ANANDABAZAR,"1303, ABDUL LATIF ROAD",,Yes,"View
     
     
         Edit"
 ,177,DASKHIN HALISHAHAR HIGH SCHOOL,Chattogram,Chittagong Port,104251,1819950009,PRIVATE,Yes,SAILORS COLONY,SOUTH HALISHAHAR,,Yes,"View
     
     
         Edit"
 ,178,NIMTALA HIGH SCHOOL,Chattogram,Chittagong Port,104252,1812844400,PRIVATE,Yes,BANDAR,NIMTALA,,Yes,"View
     
     
         Edit"
 ,179,BARIK MEAH HIGH SCHOOL,Chattogram,Chittagong Port,104282,1818816468,PRIVATE,Yes,BANDAR,36 GOSAILDANGA,,Yes,"View
     
     
         Edit"
 ,180,"BANGLADESH RAILWAY GOVERNMENT HIGH SCHOOL,BANDAR",Chattogram,Chittagong Port,133904,1819327316,PRIVATE,No,BANDAR,à¦ªà¦¿.à¦¸à¦¿. à¦°à§‹à¦¡,,Yes,"View
     
     
         Edit"
 ,181,OCEAN PUBLIC SCHOOL,Chattogram,Chittagong Port,139021,1885202524,PRIVATE,No,SAILORS COLONY,DAKHIN HALISHAHAR,,Yes,"View
     
     
         Edit"
 ,182,SHAPLA KURI JUNIOR SECONDARY SCHOOL,Chattogram,Chittagong Port,139373,1736495061,PRIVATE,No,BANDAR,"03 NO, ROAD",,Yes,"View
     
     
         Edit"
 ,183,MIRIAM ASHRAM HIGH SCHOOL,Chattogram,Karnaphuli,104471,1855990493,PRIVATE,Yes,FAZIL KHAR HAT,DHOLOTPUR,,Yes,"View
     
     
         Edit"
 ,184,KLAR POLE HAJEE  M.OMRA MIA CHOW. HIGH SCHOOL,Chattogram,Karnaphuli,104472,1838102278,PRIVATE,Yes,SHIKAL BAHA,SIKALBAHA,,Yes,"View
     
     
         Edit"
 ,185,A.J. CHOWDHURY BAHUMUKHY HIGH SCHOOL,Chattogram,Karnaphuli,104473,1814288347,PRIVATE,Yes,SHIKALBAHA,SIKALBAHA,,Yes,"View
     
     
         Edit"
 ,186,CHARLAKSHYA UNION HIGH SCHOOL,Chattogram,Karnaphuli,104477,1816107583,PRIVATE,Yes,CHAR LAKSHYA,CHARLAKSHYA,,Yes,"View
     
     
         Edit"
 ,187,DANGAR CHAR  RAHAMANIA  HIGH SCHOOL,Chattogram,Karnaphuli,104478,1716104293,PRIVATE,No,CHAR LAKHA,DANGARCHAR,,Yes,"View
     
     
         Edit"
 ,188,P D B HIGH SCHOOL,Chattogram,Karnaphuli,104721,1730714247,PRIVATE,No,SHIKALBAHA,SHIKALBAHA,,Yes,"View
     
     
         Edit"
 ,189,JULDHA SHHA AMIR HIGH SCHOOL,Chattogram,Karnaphuli,131310,1879521494,PRIVATE,No,FOKIRNIR HAT,JULDHA,,Yes,"View
     
     
         Edit"
 ,190,ACHIYA MOTALEB REZIA NASRIN HIGH SCHOOL,Chattogram,Karnaphuli,131472,1820172139,PRIVATE,No,AZIMPARA,KHOAJNAGAR,,Yes,"View
     
     
         Edit"
 ,191,DAULATPUR MULTILATERAL HIGH SCHOOL,Chattogram,Karnaphuli,131888,1819172227,PRIVATE,Yes,FAZILKHAN'S HAT,DAULATPUR,,Yes,"View
     
     
         Edit"
 ,192,SHIKALBAHA PUBLIC SCHOOL AND COLLEGE,Chattogram,Karnaphuli,136246,1717028302,PRIVATE,No,MASTERHAT,UTTAR SHIKALBAHA,,Yes,"View
     
     
         Edit"
 ,193,AZIM HAKIM SCHOOL AND COLLEGE,Chattogram,Karnaphuli,138417,1823527390,PRIVATE,No,AZIM PARA,KHOAZ NAGAR,,Yes,"View
     
     
         Edit"
 ,194,JIROIN BOHUMUKHI HIGH SCHOOL,Cumilla,Brahman Para,105196,1736916181,PRIVATE,Yes,JIRUIN,JIRUIN,,Yes,"View
     
     
         Edit"
 ,195,POMKARA SIDDIQURE RA. AND HAKIM HIGH SCHOOL,Cumilla,Brahman Para,105197,1309105197,PRIVATE,Yes,EGARAGRAM,POMKARA,,Yes,"View
     
     
         Edit"
 ,196,NAZNEEN HIGH SCHOOL,Cumilla,Brahman Para,105198,1718029541,PRIVATE,Yes,SIDLAI,SHIDLAI,,Yes,"View
     
     
         Edit"
 ,197,TETABHUMI HIGH SCHOOL,Cumilla,Brahman Para,105199,1309105199,PRIVATE,Yes,HARIMONGAL,NORTH TETABHUMI,,Yes,"View
     
     
         Edit"
 ,198,SHIDLAI ASHRAF SECONDARY SCHOOL,Cumilla,Brahman Para,105200,1309105200,PRIVATE,Yes,SIDLAI,SHIDLAI,,Yes,"View
     
     
         Edit"
 ,199,MOHALAKSHMI PARA SHARIF HIGH SCHOOL,Cumilla,Brahman Para,105201,1309105201,PRIVATE,Yes,MOHALAKSHMI PARA,MOHALAKSHMI PARA,,Yes,"View
     
     
         Edit"
 ,200,ABDUR RAZZAK KHAN CHOWDHURY HIGH SCHOOL,Cumilla,Brahman Para,105202,1716338377,PRIVATE,Yes,DHANYADOUL,DHANYADOUL,,Yes,"View
     
     
         Edit"
 ,201,BHAGABAN GOVT. HIGH SCHOOL,Cumilla,Brahman Para,105203,1912205648,PUBLIC,No,BRAHMAN PARA,BRAHMAN PARA,,Yes,"View
     
     
         Edit"
 ,202,MADHABPUR HIGH SCHOOL,Cumilla,Brahman Para,105204,1716965369,PRIVATE,Yes,MADHABPUR,MADHOBPUR,,Yes,"View
     
     
         Edit"
 ,203,SHASHIDAL UNION HIGH SCHOOL,Cumilla,Brahman Para,105205,1716856221,PRIVATE,Yes,SHASHIDAL,SHASHIDAL,,Yes,"View
     
     
         Edit"
 ,204,DULALPUR S. M. & K. HIGH SCHOOL,Cumilla,Brahman Para,105207,1814414658,PRIVATE,Yes,DULALPUR,DULALPUR,,Yes,"View
     
     
         Edit"
 ,205,KANDUGHAR B.B.S. HIGH SCHOOL,Cumilla,Brahman Para,105208,1822190421,PRIVATE,Yes,KANDUGHAR,KANDUGHAR,,Yes,"View
     
     
         Edit"
 ,206,BARADUSHIA HIGH SCHOOL,Cumilla,Brahman Para,105209,1726110967,PRIVATE,Yes,BARADUSHIA,BARADUSHIA,,Yes,"View
     
     
         Edit"
 ,207,MALAPARA HIGH SCHOOL,Cumilla,Brahman Para,105210,1818594353,PRIVATE,Yes,MALAPARA,MALAPARA,,Yes,"View
     
     
         Edit"
 ,208,GOPAL NAGAR B.A.B. HIGH SCHOOL,Cumilla,Brahman Para,105211,1309105211,PRIVATE,Yes,GOPALNAGAR,GOPALNAGAR,,Yes,"View
     
     
         Edit"
 ,209,BERAKHALA ABDUL MATIN KHASRU GIRLS HIGH SCHOOL,Cumilla,Brahman Para,105212,1813547766,PRIVATE,No,BERAKHALA,BERAKHALA,,Yes,"View
     
     
         Edit"
 ,210,SHAHEBABAD LATIF ISMAIL HIGH SCHOOL,Cumilla,Brahman Para,105213,1732946871,PRIVATE,Yes,SAHEBABAD,SHAHEBABAD,,Yes,"View
     
     
         Edit"
 ,211,ZAHIDUL HOSSAIN HIGH SCHOOL,Cumilla,Brahman Para,105216,1818566531,PRIVATE,Yes,NAGAISH,NAGAISH,,Yes,"View
     
     
         Edit"
 ,212,M. A CHANDIPUR REZAUL HOQUE HIGH SCHOOL,Cumilla,Brahman Para,105218,1309105218,PRIVATE,Yes,ALUA,ALUA,,Yes,"View
     
     
         Edit"
 ,213,CHOWBBASH JAHANARA HIGH SCHOOL,Cumilla,Brahman Para,105219,1716268354,PRIVATE,Yes,MANDABAG,CHOWBBASH,,Yes,"View
     
     
         Edit"
 ,214,SHEIKH MUZIBUR RAHMAN HIGH SCHOOL BEJURA,Cumilla,Brahman Para,105220,1920124137,PRIVATE,Yes,BEJURA,BEJURA,,Yes,"View
     
     
         Edit"
 ,215,BAGRA MADHYAMIK BIDYALAYA,Cumilla,Brahman Para,105221,1309105221,PRIVATE,Yes,SALDANADI,BAGRA,,Yes,"View
     
     
         Edit"
 ,216,DIRGHA VOMI BANGABUNDU HIGH SCHOOL,Cumilla,Brahman Para,105222,1309105222,PRIVATE,Yes,BRAHMANPARA,DIRGHA VOMI,,Yes,"View
     
     
         Edit"
 ,217,EAST CHANDIPUR BANGABHANDU JUNIOR GIRLS SCHOOL,Cumilla,Brahman Para,105223,1309105223,PRIVATE,No,MALAPARA,EAST CHANDIPUR,,Yes,"View
     
     
         Edit"
 ,218,MAKIMPUR ABDUL MATIN KASHRU HIGH SCHOOL,Cumilla,Brahman Para,105224,1745929127,PRIVATE,Yes,MAKIMPUR,MAKIMPUR,,Yes,"View
     
     
         Edit"
 ,219,TAKAI HIGH SCHOOL,Cumilla,Brahman Para,105225,1818959089,PRIVATE,Yes,SAHEBABAD,TAKAI,,Yes,"View
     
     
         Edit"
 ,220,SHASHIDAL  GIRLS HIGH SCHOOL,Cumilla,Brahman Para,137077,1309137077,PRIVATE,No,SHASHIDAL,SHASHIDAL,,Yes,"View
     
     
         Edit"
 ,221,BRAHMANPARA OCEAN HIGH SCHOOL,Cumilla,Brahman Para,138610,1867150150,PRIVATE,No,BRAHMANPARA,M A GONI ROAD,,Yes,"View
     
     
         Edit"
 ,222,KALI BAZAR SECONDARY SCHOOL,Cumilla,Comilla Sadar Dakshin,105699,1715035105,PRIVATE,Yes,KALI BAZAR,MONIPUR,,Yes,"View
     
     
         Edit"
 ,223,SHALBON HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105700,1788530464,PRIVATE,Yes,KOTBARI,SHALMANPUR,,Yes,"View
     
     
         Edit"
 ,224,BARAPARA AMENA BEGUM GIRLS HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105701,1817072113,PRIVATE,Yes,BIJOYPUR,BARAPARA,,Yes,"View
     
     
         Edit"
 ,225,OLIR BAZAR ADARSHA HIGH SHCOOL,Cumilla,Comilla Sadar Dakshin,105703,1818081145,PRIVATE,Yes,OLIR BAZAR,JORPUSKARNI,,Yes,"View
     
     
         Edit"
 ,226,KAMALPUR HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105704,1716396806,PRIVATE,Yes,KAMOLPUR,KAMOLPUR,,Yes,"View
     
     
         Edit"
 ,227,SHAKTALA HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105705,1818024124,PRIVATE,Yes,COMILLA,SHAKTALA LAKSHAM ROAD COMILLA,,Yes,"View
     
     
         Edit"
 ,228,KOMALLA SECONDARY SCHOOL,Cumilla,Comilla Sadar Dakshin,105706,1734000386,PRIVATE,Yes,BALURCHAR,KHEAIS,,Yes,"View
     
     
         Edit"
 ,229,RAJAPARA M.M.ALI GIRLS HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105707,1716432765,PRIVATE,Yes,RAJAPARA,RAJAPARA,,Yes,"View
     
     
         Edit"
 ,230,GOVERNMENT LABORATORY HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105709,1817128435,PUBLIC,No,KOTBARI,KOTBARI,,Yes,"View
     
     
         Edit"
 ,231,"JANGALIA POWER DEVELOPMENT BOARD  HIGH SCHOOL, COMILLA",Cumilla,Comilla Sadar Dakshin,105710,1309105710,PRIVATE,No,COMILLA,JANGALIA,,Yes,"View
     
     
         Edit"
 ,232,CHOWARA M.M SECONDARY SCHOOL,Cumilla,Comilla Sadar Dakshin,105711,1836287811,PRIVATE,Yes,BAZAR CHOWARA,ULORCHOR,,Yes,"View
     
     
         Edit"
 ,233,BIJOYPUR HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105712,1813770921,PRIVATE,Yes,BIJOYPUR,DURGAPUR,,Yes,"View
     
     
         Edit"
 ,234,KANESH TALA  HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105713,1842085783,PRIVATE,Yes,BALURCHAR,KANESHTALA,,Yes,"View
     
     
         Edit"
 ,235,NEWRA M.I.HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105714,1554347954,PRIVATE,Yes,RAJA PARA,NEWRA/131,,Yes,"View
     
     
         Edit"
 ,236,NAZRUL  ACADEMY,Cumilla,Comilla Sadar Dakshin,105715,1726233612,PRIVATE,Yes,PIPULIA BAZAR,HEMZORA,,Yes,"View
     
     
         Edit"
 ,237,BELTALI HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105717,1309105717,PRIVATE,Yes,ELAHIPUR,RAM NAGAR,,Yes,"View
     
     
         Edit"
 ,238,BAMISHA HAZI A. ALI HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105718,1712399249,PRIVATE,Yes,BAMISHA,KING BAMISHA,,Yes,"View
     
     
         Edit"
 ,239,SUVAPUR MONOYARA JUNIOR HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105719,1723820323,PRIVATE,Yes,BALUR CHAR,SUVAPUR,,Yes,"View
     
     
         Edit"
 ,240,DHANESHWAR SECONDARY,Cumilla,Comilla Sadar Dakshin,105720,1881004580,PRIVATE,Yes,RAJAPARA,DHANESHWAR,,Yes,"View
     
     
         Edit"
 ,241,LALBAG ROWSHAN ASHRAF HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105721,1721829833,PRIVATE,Yes,LALBAG,LALBAG,,Yes,"View
     
     
         Edit"
 ,242,CHOWARA GIRLS HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105722,1811343059,PRIVATE,Yes,BAZAR CHOWARA,"ULURCHAR, COMILLA-CHATTOGRAM TRANK ROAD",,Yes,"View
     
     
         Edit"
 ,243,LOLBARIA HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105723,1711737643,PRIVATE,Yes,BIJOYPUR,LOLBARIA,,Yes,"View
     
     
         Edit"
 ,244,GOAL GAON M. A. HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105724,1814319939,PRIVATE,Yes,DANPUR,GOALGAON,,Yes,"View
     
     
         Edit"
 ,245,SHISPUR HAJI RAZA MIA HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105725,1819132038,PRIVATE,Yes,PIPULIA BAZAR,SHISPUR,,Yes,"View
     
     
         Edit"
 ,246,LALMAI HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105726,1726820330,PRIVATE,Yes,LALMAI,BORO DHARMAPUR,,Yes,"View
     
     
         Edit"
 ,247,MADHYAM BIJOYPUR ADARSHA HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105727,1716293105,PRIVATE,Yes,BIJOYPUR,ONE NUMBER MADHYAM BIJOY PUR,,Yes,"View
     
     
         Edit"
 ,248,BATABARIA GIRL'S HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105728,1715217194,PRIVATE,Yes,HALIMANAGOR,BATABARIA,,Yes,"View
     
     
         Edit"
 ,249,BHOBUNPUR PANCHAGRAM HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,105729,1715503224,PRIVATE,Yes,SUAGANJ,BHOBUNPUR,,Yes,"View
     
     
         Edit"
 ,250,COMILLA RESIDENTIAL SCHOOL,Cumilla,Comilla Sadar Dakshin,131304,8162052,PRIVATE,No,ELAHIPUR,LAKSAM ROAD,,Yes,"View
     
     
         Edit"
 ,251,RAZAR KHOLA HIGH SCHOOL,Cumilla,Comilla Sadar Dakshin,131316,1818842599,PRIVATE,Yes,BIJOYPUR,RAZAR KHOA,,Yes,"View
     
     
         Edit"
 ,252,COMILLA IDEAL SCHOOL & COLLEGE,Cumilla,Comilla Sadar Dakshin,134271,1718345785,PRIVATE,No,KOTIBARI,"GONDHMOTI, COTBARI.",,Yes,"View
     
     
         Edit"
 ,253,BORDER GUARD PUBLIC SCHOOL,Cumilla,Comilla Sadar Dakshin,134912,1769617441,PRIVATE,Yes,KOTBARI,BGB,,Yes,"View
     
     
         Edit"
 ,254,BANGLADESH PALLY UNNAYAN ACADEMY MODEL SCHOOL,Cumilla,Comilla Sadar Dakshin,137631,1944774099,PRIVATE,No,KOTBARI,BARD CAMPUS,,Yes,"View
     
     
         Edit"
 ,255,BEPZA PUBLIC SCHOOL AND COLLEGE,Cumilla,Comilla Sadar Dakshin,138365,1717518007,PRIVATE,No,COMILLA,"EPZ ROAD, MADDHAM ASHRAFPUR",,Yes,"View
     
     
         Edit"
 ,256,DHANUAKHLAL ADARSHA HIGH SCHOOL,Cumilla,Comilla Sadar,105752,1992476956,PRIVATE,Yes,SORATNAGOR,DHANUAKHLA,,Yes,"View
     
     
         Edit"
 ,257,SYEDPUR HIGH SCHOOL,Cumilla,Comilla Sadar,105753,1731917018,PRIVATE,Yes,SORATNAGOR,SYEDPUR,,Yes,"View
     
     
         Edit"
 ,258,BHUBANGHAR ABUL HASEM ABBASIA HIGH SCHOOL,Cumilla,Comilla Sadar,105754,1780113377,PRIVATE,Yes,BHUBANGHAR,BHUBANGHAR,,Yes,"View
     
     
         Edit"
 ,259,COMILLA YUSUF HIGH SCHOOL,Cumilla,Comilla Sadar,105755,1558384087,PRIVATE,Yes,COMILLA,BAZRAPUR /22,,Yes,"View
     
     
         Edit"
 ,260,COMILLA ISWAR PATHSALA HIGH SCHOOL,Cumilla,Comilla Sadar,105756,1725800535,PRIVATE,Yes,COMILLA,LAKSHAM,,Yes,"View
     
     
         Edit"
 ,261,B.A. MUSLIM MULTILATERAL  HIGH SCHOOL,Cumilla,Comilla Sadar,105758,1309105758,PRIVATE,Yes,RAGANDRAPUR,ANANDASHAR,,Yes,"View
     
     
         Edit"
 ,262,RAFIQUDDIN MEMORIAL HIGH SCHOOL,Cumilla,Comilla Sadar,105759,1716075474,PRIVATE,Yes,COMILLA,P675/812 KATABIL,,Yes,"View
     
     
         Edit"
 ,263,ISLAMIA ADARSHA HIGH SCHOOL,Cumilla,Comilla Sadar,105760,1816549260,PRIVATE,Yes,COMILLA,ISLAMPUR/006400,,Yes,"View
     
     
         Edit"
 ,264,NAWAB FAIZUNNESSA GOVT. GIRL'S HIGH SCHOOL,Cumilla,Comilla Sadar,105762,1912358466,PUBLIC,No,COMILLA,BADUR TALA,,Yes,"View
     
     
         Edit"
 ,265,TAJ ROWSHON HIGH SCHOOL,Cumilla,Comilla Sadar,105763,1783492794,PRIVATE,Yes,COMILLA,KAPTAN BAZAR. 0209-00,,Yes,"View
     
     
         Edit"
 ,266,HOSSAMIA LUTFNNESSA GIRLS SCHOOL,Cumilla,Comilla Sadar,105764,1907132000,PRIVATE,Yes,COMILLA-3500,SOUTH CHARTHA,,Yes,"View
     
     
         Edit"
 ,267,"CANTONMENT BOARD GIRL'S HIGH SCHOOL, COMILLA",Cumilla,Comilla Sadar,105765,1712542090,PRIVATE,No,COMILLA CANTT.,CANTONMENT,,Yes,"View
     
     
         Edit"
 ,268,POLICE LINE HIGH SCHOOL,Cumilla,Comilla Sadar,105766,1309105766,PRIVATE,Yes,COMILLA,POLICE LINE,,Yes,"View
     
     
         Edit"
 ,269,COMILLA MODERN HIGH SCHOOL,Cumilla,Comilla Sadar,105767,1816073364,PRIVATE,Yes,COMILLA,NAZRUL AVENUE ROAD,,Yes,"View
     
     
         Edit"
 ,270,DEEDAR MODEL HIGH SCHOOL,Cumilla,Comilla Sadar,105768,1309105768,PRIVATE,Yes,HALIMANOGAR,BALARAMPUR,,Yes,"View
     
     
         Edit"
 ,271,CANTONMENT BOARD MADHYMIC BIDYALAYA,Cumilla,Comilla Sadar,105769,1716841007,PRIVATE,No,COMILLA CANTONMENT,COMILLA CANTONMENT,,Yes,"View
     
     
         Edit"
 ,272,COMILLA ZILLA SCHOOL,Cumilla,Comilla Sadar,105770,1821591417,PUBLIC,No,COMILLA,1ST KANDIR PAR,,Yes,"View
     
     
         Edit"
 ,273,RAZZAK HIGH SCHOOL,Cumilla,Comilla Sadar,105771,1309105771,PRIVATE,Yes,COMILLA,"PLOT NO-14, SECTION-2, BLOCK-C",,Yes,"View
     
     
         Edit"
 ,274,SUBRATI SHAHAJADI M.M HIGH SCHOOL,Cumilla,Comilla Sadar,105772,1309105772,PRIVATE,Yes,HALIMANAGOR,NOAPARA,,Yes,"View
     
     
         Edit"
 ,275,OUR LADY OF FATIMA GIRLS HIGH SCHOOL,Cumilla,Comilla Sadar,105773,1716492295,PRIVATE,Yes,CMUILLA,"153/144 FIRST KANDIRPAR,COMILLA",,Yes,"View
     
     
         Edit"
